Time [s]	Sensor 1: BME280 @I2C [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: OPUS20 @LAN [°C]
128.98	24.705804349482058	25.0	24.875	24.6875	24.919578552246094
132.81	24.705804349482058	25.0625	24.875	24.6875	24.919578552246094
136.73	24.700673706043744	25.0625	24.9375	24.6875	24.9158992767334
140.56	24.721196281543236	25.0	24.875	24.6875	24.9158992767334
144.38	24.721196281543236	25.0	24.9375	24.6875	24.9158992767334
148.24	24.721196281543236	25.0	24.875	24.6875	24.9158992767334
152.06	24.705804349482058	25.0	24.9375	24.6875	24.9158992767334
155.91	24.700673706043744	25.0625	24.9375	24.6875	24.9158992767334
159.76	24.705804349482058	25.0	24.9375	24.6875	24.9158992767334
163.59	24.69041242004023	25.0625	24.9375	24.6875	24.9158992767334
167.42	24.69041242004023	25.0	24.9375	24.6875	24.9158992767334
171.19	24.66988985152566	25.0625	24.9375	24.6875	24.9158992767334
175.03	24.66475921012461	25.0	24.875	24.6875	24.9158992767334
178.85	24.66475921012461	25.0625	24.9375	24.6875	24.9158992767334
182.61	24.675020493217744	25.0	24.9375	24.6875	24.9158992767334
186.4	24.705804349482058	25.0625	24.9375	24.75	24.9158992767334
190.22	24.705804349482058	25.0	24.9375	24.6875	24.9158992767334
194.08	24.716065637231804	25.0	24.9375	24.75	24.9158992767334
197.91	24.710934993211414	25.0625	24.9375	24.75	24.927270889282227
201.75	24.705804349482058	25.0625	24.9375	24.6875	24.927270889282227
205.65	24.705804349482058	25.0	24.9375	24.75	24.927270889282227
209.39	24.716065637231804	25.0625	24.9375	24.6875	24.927270889282227
213.19	24.705804349482058	25.0	24.9375	24.75	24.927270889282227
217.05	24.680151135200866	25.0625	24.9375	24.75	24.927270889282227
220.88	24.66475921012461	25.0625	24.9375	24.75	24.927270889282227
224.7	24.68528177747503	25.0	24.9375	24.75	24.927270889282227
228.5	24.675020493217744	25.0	24.9375	24.75	24.927270889282227
232.31	24.675020493217744	25.0625	24.9375	24.75	24.927270889282227
236.17	24.680151135200866	25.0	24.9375	24.75	24.927270889282227
239.96	24.66475921012461	25.0625	24.9375	24.75	24.927270889282227
243.76	24.675020493217744	25.0625	24.9375	24.75	24.927270889282227
247.59	24.675020493217744	25.0625	24.9375	24.75	24.927270889282227
251.44	24.675020493217744	25.0	24.9375	24.75	24.927270889282227
255.27	24.69554306289647	25.0625	24.9375	24.75	24.92359161376953
259.11	24.68528177747503	25.0625	24.9375	24.75	24.92359161376953
262.97	24.700673706043744	25.0	24.9375	24.75	24.92359161376953
266.79	24.68528177747503	25.0625	24.9375	24.75	24.92359161376953
270.63	24.680151135200866	25.0	24.9375	24.75	24.92359161376953
274.45	24.69554306289647	25.0	24.9375	24.75	24.92359161376953
278.25	24.705804349482058	25.0	24.9375	24.75	24.92359161376953
282.09	24.705804349482058	25.0625	24.9375	24.75	24.92359161376953
285.91	24.716065637231804	25.0625	24.9375	24.75	24.92359161376953
289.8	24.710934993211414	25.0625	24.875	24.75	24.92359161376953
293.57	24.705804349482058	25.0625	24.9375	24.75	24.92359161376953
297.36	24.705804349482058	25.0625	24.875	24.75	24.92359161376953
301.17	24.69554306289647	25.0	24.875	24.75	24.92359161376953
304.96	24.675020493217744	25.0	24.875	24.6875	24.92359161376953
308.78	24.66475921012461	25.0	24.875	24.75	24.92359161376953
312.64	24.65449792819563	25.0625	24.875	24.75	24.92359161376953
316.48	24.623714089393616	25.0625	24.875	24.75	24.93865203857422
320.29	24.63910600748495	25.0625	24.875	24.6875	24.93865203857422
324.07	24.633975367830136	25.0	24.875	24.75	24.93865203857422
327.93	24.63910600748495	25.0625	24.875	24.6875	24.93865203857422
331.74	24.63910600748495	25.0625	24.875	24.6875	24.93865203857422
335.6	24.65449792819563	25.0625	24.875	24.6875	24.93865203857422
339.44	24.64423664743081	25.0	24.875	24.6875	24.93865203857422
343.27	24.6493672876677	25.0	24.875	24.75	24.93865203857422
347.1	24.65449792819563	25.0625	24.875	24.75	24.93865203857422
350.95	24.66475921012461	25.0	24.875	24.6875	24.93865203857422
354.78	24.65449792819563	25.0	24.875	24.6875	24.93865203857422
